BlockNumber, TaskNumber, EmotionalExpression, PositionExpression, ReactionTime, ResponsePosition
3,3,sad,right,young,3,408627,
3,2,sad,right,young,1,087198,
3,1,afraid,left,young,0,896698,
3,0,afraid,left,old,0,5377235,
2,3,afraid,left,old,1,138449,
2,2,angry,left,young,0,9983635,
2,1,happy,left,old,1,941673,
2,0,sad,left,young,0,6825371,
1,3,happy,left,old,1,498146,
1,2,sad,left,young,0,8271065,
1,1,happy,left,old,0,7191544,
1,0,angry,right,young,0,7482948,
